,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q32,Q32_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q36,Q36_derivative,Q37,Q37_derivative,Q38,Q38_derivative,Q39,Q39_derivative,Q40,Q40_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_derivative1_power2,trans_x_power2,trans_y,trans_y_derivative1,trans_y_power2,trans_y_derivative1_power2,trans_z,trans_z_derivative1,trans_z_power2,trans_z_derivative1_power2,rot_x,rot_x_derivative1,rot_x_power2,rot_x_derivative1_power2,rot_y,rot_y_derivative1,rot_y_power2,rot_y_derivative1_power2,rot_z,rot_z_derivative1,rot_z_derivative1_power2,rot_z_power2,response_time,response_time_derivative,constant
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6891715524351768,0.18849154048911346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.238103112062365,7.985310796128902,0.0575525323,0.0572932637,0.0568620142,0.0562600783,0.0554892628,0.000419265,-0.005452855,2.9733627651024997e-05,1.75783140225e-07,-0.022961,0.0027014999999999,0.000527207521,7.298102249999996e-06,0.0520622,0.0092746999999999,0.00271047266884,8.602006008999994e-05,-0.000645242,-0.0007294761999999,4.16337238564e-07,5.321355263664401e-07,-0.000183238,7.901900000000002e-05,3.3576164643999985e-08,6.2440023610000036e-09,-0.000153276,0.000288159,8.303560928099998e-08,2.3493532176000005e-08,0.0988298512790224,0.026955325946197903,1
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8084109164097283,0.16147566981520864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.29683312868271,6.83718266618559,0.0575352749,0.0572243478,0.05670738,0.0559862329999999,0.0550635032,0.0098772,0.009457935,8.945253446422503e-05,9.755907984e-05,0.00461486,0.02757586,2.12969328196e-05,0.0007604280547396,0.0686838999999999,0.0166216999999999,0.0047174781192099,0.0002762809108899,-0.000559247,8.599499999999995e-05,3.12757207009e-07,7.395140024999991e-09,0.000116281,0.000299519,1.3521270961000002e-08,8.971163136099999e-08,2.77346e-05,0.0001810106,3.2764837312360016e-08,7.6920803716e-10,0.11592923468591163,0.02306815493683668,1
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9077759977463885,0.1309021672623894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.512396704390525,5.538451990735197,0.0575164504999999,0.0571491982,0.056538847,0.0556879932,0.0546002562,0.00384416,-0.00603304,3.639757164160001e-05,1.4777566105600003e-05,0.0200142,0.01539934,0.00040056820164,0.0002371396724356,0.0169084,-0.0517754999999999,0.00028589399056,0.0026807024002499,-0.000112988,0.000446259,1.2766288144e-08,1.99147095081e-07,0.000340293,0.000224012,1.1579932584900005e-07,5.0181376144000013e-08,-0.000210738,-0.0002384725999999,5.686918095076e-08,4.4410504644e-08,0.1301785695229786,0.018672971155737916,1
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9865261328026859,0.10089918933561029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.85337118415394,4.264268107269611,0.0574960598,0.0570678231,0.0563564562999999,0.0553654888999999,0.0540998371,0.00579105,0.00194689,3.7903806720999994e-06,3.35362601025e-05,-0.00661635,-0.02663055,4.37760873225e-05,0.0007091861933025,0.017352,0.0004435999999999,0.000301091904,1.9678095999999895e-07,-0.000429621,-0.000316633,1.84574203641e-07,1.0025645668899999e-07,8.43316e-05,-0.0002559614,7.11181875856e-09,6.551623828996e-08,-0.000200668,1.0070000000000015e-05,1.0140490000000035e-10,4.0267646224e-08,0.14147164177518656,0.01436184881927906,1
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.046035070680764,0.07383503255714755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.378037873631406,3.115083186405682,0.0574741032,0.0569802314,0.0561602528,0.0550188604999999,0.0535625866,0.0083931,0.00260205,6.7706642025000025e-06,7.044412760999999e-05,-0.025172,-0.01855565,0.000633629584,0.0003443121469225,0.0405656,0.0232136,0.0016455679033599,0.00053887122496,-0.000206532,0.000223089,4.2655467024000004e-08,4.9768701921e-08,-0.000277194,-0.0003615255999999,7.683651363600003e-08,1.3070075945536004e-07,-0.000278085,-7.741700000000002e-05,5.993391889000005e-09,7.7331267225e-08,0.15000545234743337,0.010474261086253668,1
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0879479638694216,0.04746430858552602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.15619236716022,1.995609312110687,0.0574505814,0.0568864325999999,0.0559502845,0.0546482591,0.0529888705,0.00723715,-0.00115595,1.3362204025000005e-06,5.23763401225e-05,-0.0253292,-0.0001571999999999,0.0006415683726399,2.4711839999999906e-08,0.0253348,-0.0152308,0.0006418520910399,0.00023197726864,-0.000619943,-0.000413411,3.843293232490001e-07,1.709086549210001e-07,-0.000355817,-7.862299999999994e-05,1.2660573748899994e-07,6.181576128999991e-09,-0.00016402,0.000114065,1.3010824225000004e-08,2.69025604e-08,0.15601592243412232,0.006688031391382118,1
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10774170163506,0.008155403116015484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.99594169186742,0.32760034795506765,0.057425495,0.0567864369,0.0557266029,0.0542538461,0.0523790793,-0.0030371,-0.01027425,0.0001055602130625,9.22397641e-06,0.0250247,0.0503539,0.00062623561009,0.00253551524521,0.0543894,0.0290546,0.00295820683236,0.0008441697811599,-0.000252166,0.000367777,6.3587691556e-08,1.3525992172900008e-07,6.89528e-06,0.00036271228,4.7544886278400005e-11,1.315601980627984e-07,-6.69134e-05,9.71066e-05,9.42969176356e-09,4.47740309956e-09,0.15885442055947552,0.0010488266115020535,1
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0931019878845059,-0.05038767899370396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.37485183600015,-2.155846836892063,0.0573988447,0.0566802553,0.0554892628,0.0538357935,0.0517336283,0.00646665,0.00950375,9.03212640625e-05,4.18175622225e-05,0.0312871,0.0062623999999999,0.00097888262641,3.921765375999997e-05,0.0109792,-0.0434102,0.00012054283264,0.00188444546404,-0.000980958,-0.000728792,9.622785977640005e-07,5.311377792640001e-07,-7.30314e-05,-7.992668e-05,5.33358538596e-09,6.3882741758223995e-09,7.91946e-05,0.000146108,2.1347547664e-08,6.27178466916e-09,0.15675502930105462,-0.007344881517330467,1
18,2.2734512061949492e-07,2.1840475742302784e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.034454958908191,-0.11710534221035908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.886754001752884,-4.985347172441905,0.0573706312,0.0565678992999999,0.0552383224,0.0533942834,0.0510529568,0.00748332,0.00101667,1.0336178889e-06,5.60000782224e-05,0.0138393,-0.0174478,0.00019152622449,0.00030442572484,-0.0163513,-0.0273305,0.00026736501169,0.00074695623025,-0.000529704,0.000451254,2.80586327616e-07,2.0363017251600013e-07,-0.000169192,-9.61606e-05,2.8625932864e-08,9.24686099236e-09,8.09959e-05,1.8012999999999992e-06,3.244681689999997e-12,6.56033581681e-09,0.1483450789996987,-0.016903571318245242,1
19,0.0004488331295599553,0.0020492762821994926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9328829552197928,-0.17492349493171327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.582238460575375,-7.415256719060991,0.0573408553,0.0564493811,0.0549738430999999,0.0529295080999999,0.0503375282,-0.00241234,-0.00989566,9.79240868356e-05,5.819384275599999e-06,-0.00809904,-0.02193834,6.55944489216e-05,0.0004812907619556,-0.00916153,0.00718977,8.393363194089997e-05,5.16927926529e-05,-0.000247156,0.000282548,6.108608833600002e-08,7.9833372304e-08,-9.96176e-05,6.95744e-05,9.923666229760001e-09,4.840597135359999e-09,4.03317e-05,-4.06642e-05,1.6535771616400003e-09,1.6266460248899996e-09,0.13429076418735078,-0.02285014014277028,1
