,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q32,Q32_derivative,Q34,Q34_derivative,Q36,Q36_derivative,Q37,Q37_derivative,Q38,Q38_derivative,Q39,Q39_derivative,Q40,Q40_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_derivative1_power2,trans_x_power2,trans_y,trans_y_derivative1,trans_y_derivative1_power2,trans_y_power2,trans_z,trans_z_derivative1,trans_z_derivative1_power2,trans_z_power2,rot_x,rot_x_derivative1,rot_x_power2,rot_x_derivative1_power2,rot_y,rot_y_derivative1,rot_y_derivative1_power2,rot_y_power2,rot_z,rot_z_derivative1,rot_z_derivative1_power2,rot_z_power2,response_time,response_time_derivative,constant
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6866051987025673,0.18895790723994824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2574769495134627,0.07089196154954659,3.0382280042588574,0.8348482476531162,0.0575525323,0.0572932637,0.0568620142,0.0562600783,0.0554892628,-0.0191978,0.0022135,4.899582250000016e-06,0.0003685555248399,0.0638769,6.270000000001275e-05,3.9312900000015985e-09,0.00408025835361,0.0526664,-0.0314729999999999,0.0009905497289999,0.00277374968896,0.0001725559999999,-0.000140598,2.9775573135999985e-08,1.9767797604000008e-08,0.000349085,1.066400000000002e-05,1.137208960000004e-10,1.21860337225e-07,0.000262276,-6.3736e-05,4.0622776960000005e-09,6.878870017599999e-08,-0.6690109404858159,-0.18475214977168497,1
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8062136572877256,0.1620677090639178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30233012148289706,0.06081384173243666,3.5674954334981828,0.7156343135929335,0.0575352749,0.0572243478,0.05670738,0.0559862329999999,0.0550635032,-0.0142433,0.0049544999999999,2.454707024999999e-05,0.00020287159489,0.0255897,-0.0382871999999999,0.0014659096838399,0.00065483274609,0.0421261,-0.0105403,0.00011109792409,0.00177460830121,0.000196758,2.4202000000000023e-05,3.8713710564e-08,5.85736804000001e-10,9.93357e-05,-0.0002497493,6.237471285049002e-08,9.867581294489998e-09,0.00022712,-3.5155999999999966e-05,1.235944335999998e-09,5.158349440000001e-08,-0.7855544323197298,-0.1586618561497705,1
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.905992548018815,0.13151876436845616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33974720550705556,0.04936274623685716,4.009017024983253,0.5802676963599381,0.0575164504999999,0.0571491982,0.056538847,0.0556879932,0.0546002562,-0.00868483,0.0055584699999999,3.08965887409e-05,7.542627212889999e-05,-0.0100063,-0.0355959999999999,0.0012670752159999,0.0001001260396899,0.0234452,-0.0186809,0.00034897602481,0.00054967740304,0.000169892,-2.6865999999999983e-05,2.8863291664000005e-08,7.21781955999999e-10,5.81093e-05,-4.122639999999999e-05,1.6996160569599992e-09,3.37669074649e-09,0.000326012,9.889199999999996e-05,9.779627663999996e-09,1.06283824144e-07,-0.8827764889758355,-0.1289881949847253,1
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9851466335351641,0.10147565373179145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3694299875756865,0.038100354852303835,4.359273853393099,0.4471781596815767,0.0574960598,0.0570678231,0.0563564562999999,0.0553654888999999,0.0540998371,-0.0082119099999999,0.00047292,2.236533264000016e-07,6.743546584809996e-05,-0.0309846,-0.0209783,0.00044008907089,0.00096004543716,0.0171669999999999,-0.0062782,3.941579524000001e-05,0.0002947058889999,0.0,-0.000169892,0.0,2.8863291664000005e-08,-0.0,-5.81093e-05,3.37669074649e-09,0.0,9.63557e-05,-0.0002296563,5.274201612969e-08,9.28442092249e-09,-0.9599022510508284,-0.09978829251725353,1
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0450189459159736,0.07434202692553518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3918821047184901,0.027928100296502428,4.62420883567818,0.3269993295343776,0.0574741032,0.0569802314,0.0561602528,0.0550188604999999,0.0535625866,-0.00768065,0.0005312599999999,2.822371875999977e-07,5.89923844225e-05,-0.0404937,-0.0095090999999999,9.042298280999988e-05,0.0016397397396899,0.0166775,-0.0004894999999999,2.396102499999969e-07,0.00027813900625,0.00036809,0.00036809,1.354902481e-07,1.354902481e-07,-5.5158199999999984e-24,-5.5158199999999984e-24,3.0424270272399984e-47,3.0424270272399984e-47,0.000101749,5.393299999999988e-06,2.908768488999987e-11,1.0352859000999998e-08,-1.01824033542688,-0.0734054496046097,1
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0872938716294163,0.048067331878646466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40773520186103107,0.018077105876435063,4.811275381960164,0.2106543471569009,0.0574505814,0.0568864325999999,0.0559502845,0.0546482591,0.0529888705,-0.00797547,-0.00029482,8.69188324000002e-08,6.36081217209e-05,-0.00560068,0.03489302,0.0012175228447203,3.13676164624e-05,0.046084,0.0294065,0.00086474224225,0.002123735056,-8.20219e-05,-0.0004501119,6.72759207961e-09,2.0260072252161e-07,6.8408e-05,6.8408e-05,4.679654464e-09,4.679654464e-09,0.000326012,0.000224263,5.0293893169e-08,1.06283824144e-07,-1.0594319661689156,-0.047843220522625914,1
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1076385832371876,0.009141642066163079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4153644687139453,0.0034809424992423574,4.901300730824552,0.03836993133524197,0.057425495,0.0567864369,0.0557266029,0.0542538461,0.0523790793,-0.011056,-0.00308053,9.4896650809e-06,0.000122235136,0.0796816,0.08528228,0.0072730672819984,0.00634915737856,0.0778294999999999,0.0317454999999999,0.0010077767702499,0.0060574310702499,0.000191193,0.0002732149,3.655476324899999e-08,7.464638158201002e-08,-0.0,-6.8408e-05,4.679654464e-09,0.0,0.000326012,0.0,0.0,1.06283824144e-07,-1.0792553445417379,-0.009933855307467428,1
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.093809516815596,-0.04908010031707956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8287926981265893e-05,0.0001295985442783145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41016713885148515,-0.018433870994232465,4.841010992700058,-0.21283026212584982,0.0573988447,0.0566802553,0.0554892628,0.0538357935,0.0517336283,-0.0088308099999999,0.00222519,4.951470536100008e-06,7.798320525609996e-05,0.0719513999999999,-0.0077302,5.975599204000032e-05,0.0051770039619599,0.0545124,-0.0233170999999999,0.0005436871524099,0.00297160175376,0.0,-0.000191193,0.0,3.655476324899999e-08,-0.0,0.0,0.0,0.0,0.000326012,0.0,0.0,1.06283824144e-07,-1.0657984095436228,0.04668288499211,1
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0360714272370963,-0.11580503692071077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017038541085797108,0.006108268014596345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38746187639604873,-0.047195278771455615,4.6688290548407,-0.2125191987008223,0.0573706312,0.0565678992999999,0.0552383224,0.0533942834,0.0510529568,-0.0005035819999999,0.0083272279999999,6.934272616398395e-05,2.5359483072399986e-07,0.0429533,-0.0289980999999999,0.0008408898036099,0.00184498598089,0.0206172,-0.0338952,0.00114888458304,0.00042506893584,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.000112515,-0.000213497,4.5580969009e-08,1.2659625225e-08,-1.01117691372701,0.105943342263099,1
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9352751737013,-0.17394532577144511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014679605196449624,0.03218351541738763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34155343689020645,-0.085300758813469,4.864132130462772,0.8188964385656238,0.0573408553,0.0564493811,0.0549738430999999,0.0529295080999999,0.0503375282,-0.000843819,-0.000340237,1.1576121616900007e-07,7.12030504761e-07,0.016715,-0.0262383,0.00068844838689,0.000279391225,0.0164269,-0.0041902999999999,1.7558614089999978e-05,0.00026984304361,0.000113544,0.000113544,1.2892239936e-08,1.2892239936e-08,-0.0,0.0,0.0,0.0,3.2796e-05,-7.9719e-05,6.355118961e-09,1.075577616e-09,-0.9255658703078158,0.13735040861388167,1
