,Q01,Q01_derivative,Q02,Q02_derivative,Q03,Q03_derivative,Q04,Q04_derivative,Q05,Q05_derivative,Q06,Q06_derivative,Q07,Q07_derivative,Q08,Q08_derivative,Q09,Q09_derivative,Q10,Q10_derivative,Q11,Q11_derivative,Q12,Q12_derivative,Q13,Q13_derivative,Q14,Q14_derivative,Q15,Q15_derivative,Q16,Q16_derivative,Q17,Q17_derivative,Q18,Q18_derivative,Q19,Q19_derivative,Q20,Q20_derivative,Q21,Q21_derivative,Q22,Q22_derivative,Q23,Q23_derivative,Q24,Q24_derivative,Q25,Q25_derivative,Q26,Q26_derivative,Q27,Q27_derivative,Q28,Q28_derivative,Q29,Q29_derivative,Q30,Q30_derivative,Q31,Q31_derivative,Q32,Q32_derivative,Q33,Q33_derivative,Q34,Q34_derivative,Q35,Q35_derivative,Q36,Q36_derivative,Q37,Q37_derivative,Q38,Q38_derivative,Q39,Q39_derivative,num_possible_responses,num_possible_responses_derivative,num_characters,num_characters_derivative,cosine00,cosine01,cosine02,cosine03,cosine04,trans_x,trans_x_derivative1,trans_x_power2,trans_x_derivative1_power2,trans_y,trans_y_derivative1,trans_y_derivative1_power2,trans_y_power2,trans_z,trans_z_derivative1,trans_z_power2,trans_z_derivative1_power2,rot_x,rot_x_derivative1,rot_x_derivative1_power2,rot_x_power2,rot_y,rot_y_derivative1,rot_y_power2,rot_y_derivative1_power2,rot_z,rot_z_derivative1,rot_z_derivative1_power2,rot_z_power2,response_time,response_time_derivative,constant
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6891715524351768,0.18849154048911346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0495841195256546,0.8323224826065765,0.0575525323,0.0572932637,0.0568620142,0.0562600783,0.0554892628,0.00520582,0.0027906,2.71005618724e-05,7.787448360000001e-06,0.0271298,0.01862914,0.0003470448571396,0.0007360260480399,0.0242793,-0.0093428999999999,0.00058948440849,8.728978040999995e-05,0.000522772,-0.000246342,6.0684380964e-08,2.7329056398400004e-07,-0.000184635,-0.0001011587,3.4090083225e-08,1.0233082585690002e-08,0.0,0.0,0.0,0.0,-0.17392967054582942,-0.04754793942284108,1
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8084109164097283,0.16147566981520864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.577218305113045,0.7124740255731937,0.0575352749,0.0572243478,0.05670738,0.0559862329999999,0.0550635032,0.00378469,-0.00142113,1.43238783961e-05,2.0196104769e-06,0.0141841,-0.0129456999999999,0.0001675911484899,0.00020118869281,0.00470415,-0.01957515,2.21290272225e-05,0.0003831864975225,0.000657877,0.0001351049999999,1.8253361024999983e-08,4.32802147129e-07,-0.000130609,5.402599999999996e-05,1.7058710881000008e-08,2.918808675999996e-09,0.0,0.0,0.0,0.0,-0.20402270502890715,-0.04072589657757944,1
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9077759977463885,0.1309021672623894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.016908790027766,0.576933588376189,0.0575164504999999,0.0571491982,0.056538847,0.0556879932,0.0546002562,0.0037116,-7.309000000000005e-05,1.377597456e-05,5.3421481000000075e-09,-0.0134376,-0.0276217,0.00076295831089,0.00018056909376,0.0209544,0.01625025,0.00043908687936,0.0002640706250625,0.000378366,-0.000279511,7.812639912099998e-08,1.43160829956e-07,-0.000250304,-0.0001196949999999,6.265209241600001e-08,1.4326893024999998e-08,0.0,0.0,0.0,0.0,-0.22909996743124703,-0.033006648502159376,1
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9865261328026859,0.10089918933561029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3653781376518825,0.4439701470799831,0.0574960598,0.0570678231,0.0563564562999999,0.0553654888999999,0.0540998371,0.00370841,-3.1899999999997035e-06,1.37523047281e-05,1.0176099999998106e-11,-0.00172419,0.01171341,0.0001372039738281,2.9728311561e-06,0.0243818,0.0034273999999999,0.0005944721712399,1.174707075999998e-05,0.00055757,0.0001792039999999,3.2114073615999985e-08,3.108843049e-07,-0.000424251,-0.0001739469999999,1.79988911001e-07,3.0257558809e-08,-7.4901e-05,-7.4901e-05,5.610159801000001e-09,5.610159801000001e-09,-0.24897453276608028,-0.02543206299718619,1
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.046035070680764,0.07383503255714755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.628705187762377,0.32405992031022063,0.0574741032,0.0569802314,0.0561602528,0.0550188604999999,0.0535625866,0.00660791,0.0028995,4.36644745681e-05,8.407100249999999e-06,0.0228253,0.02454949,0.0006026774592601,0.00052099432009,0.0179111,-0.0064706999999999,0.00032080750321,4.186995848999999e-05,0.000478759,-7.881099999999997e-05,6.2111737209999975e-09,2.29210180081e-07,-0.000282649,0.000141602,7.9890457201e-08,2.0051126404e-08,0.0,7.4901e-05,5.610159801000001e-09,0.0,-0.2639931009630604,-0.018599793821991662,1
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0879479638694216,0.04746430858552602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.814169740122189,0.2072628809834423,0.0574505814,0.0568864325999999,0.0559502845,0.0546482591,0.0529888705,0.0037949,-0.00281301,1.440126601e-05,7.9130252601e-06,0.0227291,-9.620000000000116e-05,9.25444000000022e-09,0.00051661198681,-0.00345749,-0.02136859,1.1954237100100003e-05,0.0004566166385881,0.000132952,-0.0003458069999999,1.1958248124899996e-07,1.7676234304000006e-08,-0.000424251,-0.000141602,1.79988911001e-07,2.0051126404e-08,0.0,0.0,0.0,0.0,-0.274570867381548,-0.011943107113125975,1
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10774170163506,0.008155403116015484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.901757029735138,0.033270638208324904,0.057425495,0.0567864369,0.0557266029,0.0542538461,0.0523790793,0.00565417,0.00185927,3.19696383889e-05,3.4568849329000007e-06,-0.0117899,-0.034519,0.001191561361,0.00013900174201,0.00508139,0.00853888,2.58205243321e-05,7.291247165440001e-05,-6.617439999999999e-24,-0.000132952,1.7676234304000006e-08,4.3790512153599987e-47,-0.000276229,0.000148022,7.630246044099999e-08,2.1910512484e-08,-0.00014422,-0.00014422,2.07994084e-08,2.07994084e-08,-0.27956631195015097,-0.0020218726228151862,1
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0931019878845059,-0.05038767899370396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1193205695899653e-05,0.0001477709711908466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.838023770580454,-0.21844229225252607,0.0573988447,0.0566802553,0.0554892628,0.0538357935,0.0517336283,0.00372852,-0.00192565,1.39018613904e-05,3.708127922500001e-06,0.0100361,0.0218259999999999,0.000476374276,0.00010072330321,0.00715606,0.00207467,5.12091947236e-05,4.304255608899998e-06,0.0,6.617439999999999e-24,4.3790512153599987e-47,0.0,-0.000182805,9.342400000000002e-05,3.3417668025e-08,8.728043776000004e-09,0.0,0.00014422,2.07994084e-08,0.0,-0.27582755817556043,0.013059635025736633,1
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.034454958908191,-0.11710534221035908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018037989749765657,0.006394301576081609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.666615957506959,-0.20483463840629407,0.0573706312,0.0565678992999999,0.0552383224,0.0533942834,0.0510529568,0.00379014,6.162000000000009e-05,1.43651612196e-05,3.7970244000000095e-09,0.0291999,0.0191638,0.00036725123044,0.00085263416001,0.00448174,-0.00267432,2.00859934276e-05,7.1519874624e-06,0.000254394,0.000254394,6.471630723600001e-08,6.471630723600001e-08,-0.000148706,3.4099e-05,2.2113474436000002e-08,1.162741801e-09,0.0,0.0,0.0,0.0,-0.2573208686248161,0.04288026473985483,1
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9328829552197928,-0.17492349493171327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015162340681019182,0.032954167456220304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.877405765006952,0.8519204994129502,0.0573408553,0.0564493811,0.0549738430999999,0.0529295080999999,0.0503375282,0.00359273,-0.0001974099999999,1.29077088529e-05,3.8970708099999954e-08,0.015589,-0.0136109,0.00018525659881,0.000243016921,-0.0141412,-0.01862294,0.00019997353744,0.0003468138942436,0.000117874,-0.00013652,1.8637710400000008e-08,1.3894279876e-08,-8.092e-05,6.778599999999999e-05,6.548046400000001e-09,4.594941795999999e-09,-9.1127e-05,-9.1127e-05,8.304130129000002e-09,8.304130129000002e-09,-0.20391716193032589,0.11267731147297783,1
